year,first_name,middle_name,last_name,affiliation,original specialization,modified specializationmemoriam,email_affiliation,related_aff,umbrella_spec,,full_name
1985,Marc,R.,Hammerman,['Barnes Jewish Hospital'],"['Nephrology', 'Metabolism', 'Developmental Biology', 'Physiology', 'Endocrinology']","['Nephrology', 'Metabolism', 'Endocrinology']","['ASCI', 'AAP']",[],[],,marc r. hammerman
1985,Iekuni,,Ichikawa,['Vanderbilt University School of Medicine'],"['Pediatrics', 'Nephrology', 'Genetics', 'Internal Medicine', 'Cardiovascular Disease']","['Pediatrics', 'Nephrology', 'Genetics', 'Internal Medicine', 'Cardiovascular Disease']","['ASCI', 'AAP']",[],[],,iekuni ichikawa
1985,Jerry,P,Palmer,['University of Washington School of Medicine'],"['Metabolism', 'Immunology', 'Internal Medicine', 'Epidemiology', 'Diabetes', 'Endocrinology']","['Metabolism', 'Internal Medicine', 'Diabetes', 'Endocrinology']","['ASCI', 'AAP']",[],[],,jerry p palmer
1985,Stephan,Raoul,Targan,['Cedars-Sinai Medical Center'],"['Molecular Biology', 'Gastroenterology', 'Immunology']",['Gastroenterology'],"['ASCI', 'AAP']",[],[],,stephan raoul targan
1985,Alfred,I,Tauber,[],[],[],"['ASCI', 'AAP']",[],[],,alfred i tauber
1985,Ian,,Taylor,['SUNY Downstate Medical Center'],['Internal Medicine'],['Internal Medicine'],"['ASCI', 'AAP']",[],[],,ian taylor
1985,Simeon,I.,Taylor,['University of Maryland School of Medicine'],"['Cell Biology', 'Genetics', 'Endocrinology', 'Internal Medicine', 'Molecular Biology', 'Biochemistry']","['Genetics', 'Endocrinology', 'Internal Medicine']","['ASCI', 'AAP']",[],[],,simeon i. taylor
1985,Johannes,D.,Veldhuis,['Mayo Clinic'],"['Molecular Biology', 'Endocrinology', 'Biophysics', 'Physiology', 'Pharmacology', 'Metabolism', 'Geriatrics']","['Endocrinology', 'Metabolism', 'Geriatrics']","['ASCI', 'AAP']",[],[],,johannes d. veldhuis
1985,Neal,,Young,['National Institutes of Health'],"['Internal Medicine', 'Molecular Biology', 'Virology', 'Hematology']","['Internal Medicine', 'Hematology']","['ASCI', 'AAP']",[],[],,neal young
1986,Robert,S.,Bar,[],"['Diabetes', 'Metabolism', 'Endocrinology']","['Diabetes', 'Metabolism', 'Endocrinology']","['ASCI', 'AAP']",[],[],,robert s. bar
1986,Ernesto,,Canalis,['University of Connecticut School of Medicine'],"['Cell Biology', 'Endocrinology']",['Endocrinology'],"['ASCI', 'AAP']",[],[],,ernesto canalis
1986,Robert,A.,Eisenberg,['University of Pennsylvania Perelman School of Medicine'],"['Immunology', 'Internal Medicine', 'Rheumatology']","['Internal Medicine', 'Rheumatology']","['ASCI', 'AAP']",[],[],,robert a. eisenberg
1986,Eric,Grant,Neilson,"['Northwestern University Feinberg School of Medicine', 'University of Pennsylvania Perelman School of Medicine']","['Nephrology', 'Developmental Biology', 'Internal Medicine', 'Cell Biology', 'Molecular Biology', 'Genetics']","['Nephrology', 'Internal Medicine', 'Genetics']","['ASCI', 'AAP']",['Northwestern University Affiliates*'],"['Northwestern Memorial Hospital', 'Northwestern University Feinberg School of Medicine']",,eric grant neilson
1987,Allan,I.,Pack,['University of Pennsylvania Perelman School of Medicine'],"['Neurobiology', 'Physiology', 'Pulmonology']",['Pulmonology'],"['ASCI', 'AAP']",[],[],,allan i. pack
1987,David,J.,Salant,['Boston University School of Medicine'],['Nephrology'],['Nephrology'],"['ASCI', 'AAP']",['Boston University Affiliates*'],"['Boston University School of Medicine', 'Boston University School of Public Health']",,david j. salant
1987,Ajit,,Varki,"['University of California, San Diego, School of Medicine']","['Cell Biology', 'Developmental Biology', 'Glycobiology', 'Hematology', 'Biochemistry', 'Immunology', 'Oncology', 'Internal Medicine']","['Hematology', 'Internal Medicine']","['ASCI', 'AAP']",[],[],,ajit varki
1988,Jose,F.,Caro,[],"['Metabolism', 'Diabetes', 'Endocrinology']","['Metabolism', 'Diabetes', 'Endocrinology']","['ASCI', 'AAP']",[],[],,jose f. caro
1988,Terry,F.,Davies,['Icahn School of Medicine at Mount Sinai'],['Endocrinology'],['Endocrinology'],"['ASCI', 'AAP']",['Mount Sinai Affiliates*'],"['Mount Sinai Hospital, Toronto', 'Icahn School of Medicine at Mount Sinai', 'Mount Sinai Beth Israel', 'Samuel Lunenfeld Research Institute of Mount Sinai Hospital']",,terry f. davies
1988,Robert,,Eckel,['University of Colorado School of Medicine'],"['Molecular Biology', 'Diabetes', 'Biophysics', 'Metabolism', 'Neurobiology', 'Cardiovascular Disease', 'Physiology', 'Endocrinology']","['Diabetes', 'Metabolism', 'Cardiovascular Disease', 'Endocrinology']","['ASCI', 'AAP']",['University of Colorado Affiliates*'],"['University of Colorado Health Sciences Center', 'University of Colorado School of Medicine']",,robert eckel
1988,William,,Gahl,['National Institutes of Health'],"['Pediatrics', 'Biochemistry', 'Genetics', 'Metabolism', 'Cell Biology']","['Pediatrics', 'Genetics', 'Metabolism']","['ASCI', 'AAP']",[],[],,william gahl
1988,Richard,B.,Gaynor,['Eli Lilly and Company'],"['Oncology', 'Internal Medicine', 'Virology', 'Hematology']","['Internal Medicine', 'Hematology']","['ASCI', 'AAP']",[],[],,richard b. gaynor
1988,Mark,A.,Israel,['Dartmouth Geisel School of Medicine'],"['Dermatology', 'Cell Biology', 'Biochemistry', 'Pediatrics', 'Genetics', 'Oncology', 'Molecular Biology']","['Dermatology', 'Pediatrics', 'Genetics']","['ASCI', 'AAP']",[],[],,mark a. israel
1988,James,L.,Madara,['American Medical Association'],"['Biochemistry', 'Hematology', 'Gastroenterology', 'Pathology', 'Molecular Biology', 'Administration', 'Laboratory Medicine', 'Physiology', 'Microbiology', 'Cell Biology']","['Hematology', 'Gastroenterology', 'Pathology', 'Laboratory Medicine', 'Microbiology']","['ASCI', 'AAP']",[],[],,james l. madara
1988,Harry,L.,Malech,['National Institutes of Health'],"['Infectious Disease', 'Gene Transfer/Gene Therapy', 'Immunology', 'Internal Medicine']","['Infectious Disease', 'Internal Medicine']","['ASCI', 'AAP']",[],[],,harry l. malech
1988,Joseph,E.,Parrillo,[],"['Cardiology', 'Internal Medicine', 'Bioethics', 'Cardiovascular Disease', 'Critical Care Medicine', 'Infectious Disease', 'Administration', 'Allergy', 'Immunology']","['Cardiology', 'Internal Medicine', 'Cardiovascular Disease', 'Critical Care Medicine', 'Infectious Disease', 'Allergy']","['ASCI', 'AAP']",[],[],,joseph e. parrillo
1988,J.,Evan,Sadler,[],[],[],"['ASCI', 'AAP']",[],[],,j. evan sadler
1988,Samuel,A.,Santoro,['Vanderbilt University School of Medicine'],"['Molecular Biology', 'Pathology', 'Hematology', 'Cell Biology', 'Developmental Biology', 'Biochemistry', 'Laboratory Medicine', 'Cardiovascular Disease', 'Nephrology']","['Pathology', 'Hematology', 'Laboratory Medicine', 'Cardiovascular Disease', 'Nephrology']","['ASCI', 'AAP']",[],[],,samuel a. santoro
1989,Peter,,Agre,['Johns Hopkins Bloomberg School of Public Health'],"['Biochemistry', 'Physiology', 'Molecular Biology', 'Cell Biology', 'Cardiovascular Disease']",['Cardiovascular Disease'],"['ASCI', 'AAP']",['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,peter agre
1989,Eric,B,Larson,"['Center for Health Studies, Group Health Cooperative']","['Health services research', 'Epidemiology', 'Administration', 'Outcomes research', 'Internal Medicine', 'Geriatrics', 'General Medicine']","['Internal Medicine', 'Geriatrics', 'General Medicine']","['ASCI', 'AAP']",[],[],,eric b larson
1989,Lee,M.,Nadler,"['Harvard Medical School', 'Harvard Medical School, Dana-Farber Cancer Institute']","['Oncology', 'Immunology', 'Bone marrow transplantation', 'Hematology']","['Bone marrow transplantation', 'Hematology']","['ASCI', 'AAP']",['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,lee m. nadler
1989,Thomas,C.,Quinn,['Johns Hopkins University School of Medicine'],"['Internal Medicine', 'Epidemiology', 'Infectious Disease', 'Molecular Biology', 'HIV', 'Microbiology']","['Internal Medicine', 'Infectious Disease', 'Microbiology']","['ASCI', 'AAP']",['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,thomas c. quinn
1989,Marlene,,Rabinovitch,['Stanford University School of Medicine'],"['Cardiovascular Disease', 'Genomics', 'Cell Biology', 'Cardiology', 'Pediatrics', 'Molecular Biology', 'Developmental Biology']","['Cardiovascular Disease', 'Genomics', 'Cardiology', 'Pediatrics']","['ASCI', 'AAP']",['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,marlene rabinovitch
1989,Alan,S.,Verkman,"['University of California, San Francisco, School of Medicine']","['Biophysics', 'Physiology', 'Gene Transfer/Gene Therapy', 'Nephrology', 'Molecular Biology', 'Cell Biology', 'Biochemistry', 'Pulmonology']","['Nephrology', 'Pulmonology']","['ASCI', 'AAP']",[],[],,alan s. verkman
1989,Richard,L.,Wahl,['Washington University School of Medicine in St. Louis'],"['Immunology', 'Oncology', 'Nuclear Medicine', 'Diagnostic Radiology']",['Nuclear Medicine'],"['ASCI', 'AAP']",[],[],,richard l. wahl
1989,Richard,A.,Walsh,['Case Western Reserve University School of Medicine'],"['Internal Medicine', 'Physiology', 'Molecular Biology', 'Cardiovascular Disease']","['Internal Medicine', 'Cardiovascular Disease']","['ASCI', 'AAP']",[],[],,richard a. walsh
1989,Guy,A.,Zimmerman,['University of Utah School of Medicine'],"['Internal Medicine', 'Cardiovascular Disease', 'Genetics', 'Pulmonology', 'Immunology', 'Cell Biology', 'Molecular Biology']","['Internal Medicine', 'Cardiovascular Disease', 'Genetics', 'Pulmonology']","['ASCI', 'AAP']",[],[],,guy a. zimmerman
1990,Hanna,E.,Abboud,[],[],[],"['ASCI', 'AAP']",[],[],,hanna e. abboud
1990,John,S.,Adams,"['University of California, Los Angeles, David Geffen School of Medicine']","['Genetics', 'Biochemistry', 'Molecular Biology', 'Cell Biology', 'Metabolism', 'Endocrinology']","['Genetics', 'Metabolism', 'Endocrinology']","['ASCI', 'AAP']",[],[],,john s. adams
1990,Andrew,P.,Feinberg,['Johns Hopkins University School of Medicine'],"['Genetics', 'Molecular Biology', 'Internal Medicine', 'Oncology']","['Genetics', 'Internal Medicine']","['ASCI', 'AAP']",['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,andrew p. feinberg
1990,David,G.,Gardner,"['University of California, San Francisco, School of Medicine']",[],[],"['ASCI', 'AAP']",[],[],,david g. gardner
1990,J.,Larry,Jameson,['University of Pennsylvania Perelman School of Medicine'],"['Genetics', 'Biochemistry', 'Molecular Biology', 'Internal Medicine', 'Gene Transfer/Gene Therapy', 'Endocrinology']","['Genetics', 'Internal Medicine', 'Endocrinology']","['ASCI', 'AAP']",[],[],,j. larry jameson
1990,Wishwa,N.,Kapoor,['University of Pittsburgh School of Medicine'],"['Internal Medicine', 'Epidemiology', 'General Medicine', 'Health services research']","['Internal Medicine', 'General Medicine']","['ASCI', 'AAP']",['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,wishwa n. kapoor
1990,Eduardo,,Marban,['Cedars-Sinai Medical Center'],"['Cardiovascular Disease', 'Molecular Biology', 'Neurobiology', 'Gene Transfer/Gene Therapy', 'Physiology', 'Cardiology']","['Cardiovascular Disease', 'Cardiology']","['ASCI', 'AAP']",[],[],,eduardo marban
1990,Lee,,Ratner,['Washington University School of Medicine in St. Louis'],"['Molecular Biology', 'Oncology']",[],"['ASCI', 'AAP']",[],[],,lee ratner
1990,Jonathan,I.,Ravdin,['Medical College of Wisconsin'],"['Infectious Disease', 'Administration', 'Internal Medicine']","['Infectious Disease', 'Internal Medicine']","['ASCI', 'AAP']",[],[],,jonathan i. ravdin
1991,Kamal,F.,Badr,['American University of Beirut'],"['Administration', 'Internal Medicine', 'Nephrology']","['Internal Medicine', 'Nephrology']","['ASCI', 'AAP']",[],[],,kamal f. badr
1991,Robert,M.,Califf,['Duke University School of Medicine'],"['Epidemiology', 'Critical Care Medicine', 'Administration', 'Public Policy', 'Health services research', 'Cardiovascular Disease', 'Cardiology']","['Critical Care Medicine', 'Cardiovascular Disease', 'Cardiology']","['ASCI', 'AAP']",['Duke University Affiliates*'],"['Duke University and Health System', 'Duke University Medical Center', 'Duke University School of Medicine', 'Duke-NUS Medical School']",,robert m. califf
1991,Nicholas,O.,Davidson,['Washington University School of Medicine in St. Louis'],"['Gastroenterology', 'Molecular Biology']",['Gastroenterology'],"['ASCI', 'AAP']",[],[],,nicholas o. davidson
1991,Stephen,J.,Galli,['Stanford University School of Medicine'],"['Molecular Biology', 'Immunology', 'Cell Biology', 'Allergy', 'Biochemistry', 'Infectious Disease', 'Hematology', 'Pathology', 'Administration', 'Developmental Biology']","['Allergy', 'Infectious Disease', 'Hematology', 'Pathology']","['ASCI', 'AAP']",['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,stephen j. galli
1991,Steven,M.,Haffner,[],"['Diabetes', 'Epidemiology', 'Endocrinology']","['Diabetes', 'Endocrinology']","['ASCI', 'AAP']",[],[],,steven m. haffner
1991,Charles,J.,Parker,['University of Utah School of Medicine'],"['Immunology', 'Biochemistry', 'Hematology', 'Oncology', 'Genetics', 'Molecular Biology']","['Hematology', 'Genetics']","['ASCI', 'AAP']",[],[],,charles j. parker
1991,Keith,L.,Parker,[],[],[],"['ASCI', 'AAP']",[],[],,keith l. parker
1991,Lawrence,E,Samelson,[],[],[],"['ASCI', 'AAP']",[],[],,lawrence e samelson
1991,Ronald,G.,Victor,[],[],[],"['ASCI', 'AAP']",[],[],,ronald g. victor
1991,Stephen,G.,Young,"['University of California, Los Angeles, David Geffen School of Medicine']","['Cardiology', 'Cardiovascular Disease', 'Genetics', 'Molecular Biology', 'Metabolism']","['Cardiology', 'Cardiovascular Disease', 'Genetics', 'Metabolism']","['ASCI', 'AAP']",[],[],,stephen g. young
1992,Janis,,Abkowitz,['University of Washington School of Medicine'],"['Cell Biology', 'Hematology', 'Bone marrow transplantation', 'Virology', 'Oncology', 'Internal Medicine']","['Hematology', 'Bone marrow transplantation', 'Internal Medicine']","['ASCI', 'AAP']",[],[],,janis abkowitz
1992,L.,Lee,Hamm,['Tulane University School of Medicine'],"['Nephrology', 'Hypertension', 'Genetics', 'Molecular Biology', 'Internal Medicine']","['Nephrology', 'Genetics', 'Internal Medicine']","['ASCI', 'AAP']",[],[],,l. lee hamm
1992,Gary,J.,Nabel,['Sanofi-Aventis'],"['Vaccines', 'Gene Transfer/Gene Therapy', 'Molecular Biology', 'Biochemistry', 'Virology']",[],"['ASCI', 'AAP']",[],[],,gary j. nabel
1992,K.,Sreekumaran,Nair,['Mayo Clinic'],"['Physiology', 'Endocrinology', 'Diabetes', 'Metabolism', 'Molecular Biology']","['Endocrinology', 'Diabetes', 'Metabolism']","['ASCI', 'AAP']",[],[],,k. sreekumaran nair
1992,Ira,,Tabas,['Columbia University College of Physicians & Surgeons'],"['Metabolism', 'Internal Medicine', 'Endocrinology', 'Molecular Biology', 'Biochemistry', 'Cell Biology', 'Cardiovascular Disease']","['Metabolism', 'Internal Medicine', 'Endocrinology', 'Cardiovascular Disease']","['ASCI', 'AAP']",[],[],,ira tabas
1992,Marilyn,J.,Telen,['Duke University School of Medicine'],"['Internal Medicine', 'Hematology', 'Immunology', 'Cell Biology', 'Biochemistry']","['Internal Medicine', 'Hematology']","['ASCI', 'AAP']",['Duke University Affiliates*'],"['Duke University and Health System', 'Duke University Medical Center', 'Duke University School of Medicine', 'Duke-NUS Medical School']",,marilyn j. telen
1993,Alain,,Baron,[],"['Diabetes', 'Internal Medicine', 'Metabolism', 'Endocrinology', 'Hypertension']","['Diabetes', 'Internal Medicine', 'Metabolism', 'Endocrinology']","['ASCI', 'AAP']",[],[],,alain baron
1993,James,B.,Dale,"['VAMC Memphis', 'University of Tennessee, Memphis College of Medicine']","['Infectious Disease', 'Internal Medicine']","['Infectious Disease', 'Internal Medicine']","['ASCI', 'AAP']","['VAMC Affiliates*', 'University of Tennessee Affiliates*']","['VAMC Bedford, MA', 'VAMC Denver', 'VAMC Memphis', 'VAMC Miami', 'VAMC Minneapolis', 'VAMC San Diego', 'VAMC San Francisco', 'VAMC Seattle', 'VAMC Tucson', 'Veterans Administration Medical Center (Pittsburgh)', 'Veterans Health Administration', 'University of Tennessee Health Science Center', 'University of Tennessee, Graduate School of Medicine', 'University of Tennessee, Memphis College of Medicine']",,james b. dale
1993,Chi,Van,Dang,['The Ludwig Institute for Cancer Research'],"['Cell Biology', 'Hematology', 'Administration', 'Biochemistry', 'Molecular Biology', 'Oncology', 'Genetics', 'Gene Transfer/Gene Therapy']","['Hematology', 'Genetics']","['ASCI', 'AAP']",[],[],,chi van dang
