From,To,Type,Strenght
University of Pennsylvania Perelman School of Medicine,"Behrens, Edward (M)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Bekelman, Justin (E.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Bennett, Joel (S.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Bisson, Gregory",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Brass, Lawrence (F.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Brodeur, Garrett (M.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Cappola, Anne (R.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Carstens, Russ",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Chang, Kyong-Mi",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Chodosh, Lewis (A.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Christie, Jason (Douglas)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Cines, Douglas (B.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Civan, Mortimer (M.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Collman, Ronald (G.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Cooke, Nancy (E.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Cotsarelis, George",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"DeMatteo, Ronald (P.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Domchek, Susan (M.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Doms, Robert (W.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Douglas, Steven (D.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Drapkin, Ronny",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Eisenberg, Robert (A.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Epstein, Jonathan (A.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Falk, Marni",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Feldman, Harold (I.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Fisher, Aron (B.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"FitzGerald, Garret (A.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Friedman, Harvey (M.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Gelfand, Joel",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Gill, Saar",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Goldfarb, Stanley",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Gonzalez-Scarano, Francisco",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Greenberg, Roger (A.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Greene, Mark (I.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Groeneveld, Peter (W.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Grossman, Murray",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Grunstein, Michael",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Halpern, Scott (D.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Heuckeroth, Robert (O.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"High, Katherine (Ann)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Holzman, Lawrence (B.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Hoxie, James (A.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Jameson, J. (Larry)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"June, Carl (H.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Kahn, Mark",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Kambayashi, Taku",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Katz, Jonathan (P.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Kawut, Steven (Mark)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Kazazian, Haig (H.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Kelley, William (N.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Kelly, Daniel (P.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Khurana, Tejvir",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Kimmel, Stephen",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Klein, Peter (S.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Kohli, Rahul (M.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Ky, Bonnie",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Laufer, Terri",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Lautenbach, Ebbing",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Lazar, Mitchell (A.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Lee, William (Ming-Fu)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Levine, Michael (A.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Lewis, James (D.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Liebhaber, Stephen (A.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"MacGregor, Rob (Roy)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Maillard, Ivan (P.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Margulies, Kenneth (B.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Meyer, Nuala (J.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Minn, Andy",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Mossé, Yaël (Pascale)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Musunuru, Kiran",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Nathanson, Katherine",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Neilson, Eric (Grant)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Pack, Allan (I.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Parmacek, Michael (S.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Patel, Mitesh (S.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Payne, Aimee (S.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Pear, Warren (S.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Phillips, S. (Michael)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Poncz, Mortimer",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Pyeritz, Reed (Edwin)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Rader, Daniel (J.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Reddy, Akhilesh",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Reese, Peter (P.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Rubenstein, Arthur (H.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Russell, J. (Eric)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Schipani, Ernestina",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Schnall, Mitchell",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Schwartz, Elias",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Schwartz, J. (Sanford)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Shaw, George (Meade)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Singhal, Sunil",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Snyder, Peter (J.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"St. Geme, III",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Stanger, Ben (Z.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Stanley, John (R.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Stoffers, Doris (A.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Susztak, Katalin",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Trojanowski, John (Q.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Volpp, Kevin (G.M.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Vonderheide, Robert (H.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Weiss, Mitchell",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Wells, Rebecca (G.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Werner, Rachel (M.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Wilson, James (M.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Wu, Gary (D.)",Institution-Associate,10
University of Pennsylvania Perelman School of Medicine,"Zaoutis, Theoklis (E.)",Institution-Associate,10
University of Miami Miller School of Medicine,"Abreu, Maria (T.)",Institution-Associate,10
University of Miami Miller School of Medicine,"Bernal-Mizrachi, Ernesto",Institution-Associate,10
University of Miami Miller School of Medicine,"Byrnes, John (J.)",Institution-Associate,10
University of Miami Miller School of Medicine,"Epstein, Murray",Institution-Associate,10
University of Miami Miller School of Medicine,"Figueroa, Maria (E.)",Institution-Associate,10
University of Miami Miller School of Medicine,"Fornoni, Alessia",Institution-Associate,10
University of Miami Miller School of Medicine,"Goldschmidt-Clermont, Pascal (J.)",Institution-Associate,10
University of Miami Miller School of Medicine,"Hare, Joshua (M.)",Institution-Associate,10
University of Miami Miller School of Medicine,"Komanduri, Krishna",Institution-Associate,10
University of Miami Miller School of Medicine,"Lossos, Izidore",Institution-Associate,10
University of Miami Miller School of Medicine,"Myerburg, Robert (J.)",Institution-Associate,10
University of Miami Miller School of Medicine,"Nimer, Stephen (D.)",Institution-Associate,10
University of Miami Miller School of Medicine,"Roos, Bernard (A.)",Institution-Associate,10
University of Miami Miller School of Medicine,"Slingerland, Joyce",Institution-Associate,10
University of Miami Miller School of Medicine,"Tekin, Mustafa",Institution-Associate,10
University of Miami Miller School of Medicine,"Velazquez, Omaida",Institution-Associate,10
University of Miami Miller School of Medicine,"Zuchner, Stephan",Institution-Associate,10
Columbia University College of Physicians & Surgeons,"Accili, Domenico",Institution-Associate,10
Columbia University College of Physicians & Surgeons,"Al-Awqati, Qais",Institution-Associate,10
Columbia University College of Physicians & Surgeons,"Aronson, Ronald (S.)",Institution-Associate,10
Columbia University College of Physicians & Surgeons,"Barasch, Jonathan",Institution-Associate,10
Columbia University College of Physicians & Surgeons,"Barr, R. (Graham)",Institution-Associate,10
Columbia University College of Physicians & Surgeons,"Bickers, David (R.)",Institution-Associate,10
Columbia University College of Physicians & Surgeons,"Bilezikian, John",Institution-Associate,10
Columbia University College of Physicians & Surgeons,"Brittenham, Gary (M.)",Institution-Associate,10
